,gender,age,gross_income,segment,num_credit_cards,tiprel_1mes,ind_actividad_cliente,num_Products,num_loans,duration
7758,F,62 years,$ 198534.99,Individuals,0,I,0,1,0,6325
7759,F,24 years,$ 154290.03,College_Graduated,0,I,0,1,0,1504
7760,M,45 years,$ 154377.48,Individuals,0,I,0,1,0,3784
7761,F,45 years,$ 96640.38,Individuals,0,A,1,1,0,1304
7762,F,28 years,$ 140573.19,Individuals,1,A,1,6,0,5193
7763,M,59 years,$ 149081.1,Individuals,0,A,1,3,0,5276
7764,F,44 years,$ 108216.87,Individuals,0,A,1,2,0,2266
7765,M,24 years,$ 83232.39,College_Graduated,0,I,0,1,0,1807
7766,F,43 years,$ 147194.46,Individuals,0,A,1,2,0,5693
7767,F,70 years,$ 94943.67,Individuals,0,I,0,0,0,3514
7768,F,28 years,$ 45436.26,College_Graduated,0,I,0,1,0,1796
7769,M,18 years,$ 205421.91,Individuals,0,A,0,1,0,4104
7770,F,41 years,$ 43530.9,Individuals,0,I,0,0,0,4297
7771,M,25 years,$ 31484.34,College_Graduated,0,I,0,1,0,1833
7772,M,24 years,$ 154697.91,College_Graduated,0,I,0,1,0,1348
7773,M,59 years,$ 58783.74,Individuals,0,A,1,3,0,6450
7774,M,31 years,$ 221835.66,College_Graduated,0,A,1,7,0,4619
7775,M,27 years,$ 25581.99,College_Graduated,0,A,0,1,0,1080
7776,F,38 years,$ 59060.94,Individuals,0,A,1,2,0,978
7777,F,65 years,$ 76936.59,Individuals,0,I,1,2,0,5161
7778,M,41 years,$ 88776.81,Individuals,0,I,0,1,0,4007
7779,F,96 years,$ 127431.51,Individuals,0,I,0,2,0,4583
7780,F,62 years,$ 64902.87,Individuals,0,I,0,0,0,2187
7781,M,52 years,$ 115366.2,Individuals,0,I,0,1,0,3786
7782,M,71 years,$ 199035.57,Individuals,0,A,1,1,0,3338
7783,M,21 years,$ 53087.22,College_Graduated,0,I,0,1,0,696
7784,M,21 years,$ 46422.72,College_Graduated,0,I,0,1,0,745
7785,M,45 years,$ 55095.6,Individuals,0,I,0,1,0,5351
7786,F,44 years,$ 96895.59,Individuals,0,I,0,1,0,2910
7787,F,38 years,$ 96713.07,Individuals,0,I,0,1,0,1069
7788,M,32 years,$ 119921.73,College_Graduated,0,I,0,1,0,1444
7789,F,47 years,$ 135717.99,Individuals,1,A,1,6,0,6143
7790,F,49 years,$ 50269.11,Individuals,0,I,0,1,0,2357
7791,F,53 years,$ 153672.96,Individuals,0,A,1,2,0,4764
7792,M,41 years,$ 78846.66,Individuals,0,I,0,0,0,3986
7793,M,23 years,$ 176422.14,College_Graduated,0,I,0,1,0,1406
7794,F,55 years,$ 101719.35,VIP,0,A,1,2,0,5312
7795,M,42 years,$ 105457.86,VIP,0,A,1,5,0,5585
7796,M,53 years,$ 56786.58,Individuals,0,A,1,3,0,1507
7797,M,56 years,$ 72662.25,Individuals,0,I,0,1,0,3132
7798,M,38 years,$ 327322.53,Individuals,0,I,0,2,0,3294
7799,F,30 years,$ 68083.77,College_Graduated,0,I,0,1,0,1418
7800,F,24 years,$ 83158.86,College_Graduated,0,I,0,1,0,703
7801,M,103 years,$ 266465.19,Individuals,0,A,1,2,0,4604
7802,F,61 years,$ 128757.54,VIP,0,A,1,3,0,3267
7803,F,53 years,$ 50711.58,Individuals,0,I,0,0,0,4637
7804,F,28 years,$ 63285.63,Individuals,0,I,0,0,0,908
7805,F,41 years,$ 196998.48,Individuals,0,A,1,1,0,1455
7806,F,31 years,$ 45757.08,College_Graduated,0,A,1,2,0,1070
7807,M,43 years,$ 155050.62,Individuals,0,I,1,2,0,5328
7808,M,26 years,$ 58487.31,College_Graduated,0,I,0,1,0,1818
7809,F,25 years,$ 75869.67,College_Graduated,0,I,0,1,0,695
7810,M,85 years,$ 161935.44,VIP,0,A,1,2,0,3368
7811,M,41 years,$ 87206.25,Individuals,0,I,0,1,0,5421
7812,M,19 years,$ 88053.81,Individuals,0,A,1,1,0,3414
7813,F,87 years,$ 151569.69,Individuals,0,I,0,0,0,3684
7814,F,27 years,$ 83025.6,College_Graduated,0,I,0,1,0,1007
7815,F,27 years,$ 53397.36,College_Graduated,0,I,0,1,0,709
7816,F,45 years,$ 117670.95,VIP,0,A,1,3,0,5429
7817,M,57 years,$ 42918.66,Individuals,0,A,1,3,0,6703
7818,F,23 years,$ 206037.96,College_Graduated,0,I,0,1,0,1425
7819,F,33 years,$ 129668.31,Individuals,0,A,1,1,0,1160
7820,F,29 years,$ 62796.33,Individuals,0,I,0,0,0,4980
7821,F,45 years,$ 147340.8,Individuals,0,A,1,2,0,2511
7822,F,45 years,$ 59423.04,Individuals,0,A,1,3,0,5295
7823,M,86 years,$ 174935.34,Individuals,0,I,0,1,0,4175
7824,F,43 years,$ 36244.14,Individuals,0,A,1,2,0,4276
7825,M,71 years,$ 148131.72,Individuals,0,I,0,1,0,1035
7826,F,20 years,$ 80691.24,College_Graduated,0,A,0,1,0,421
7827,M,36 years,$ 80606.82,Individuals,0,A,1,5,0,710
7828,M,51 years,$ 114057.45,Individuals,0,A,1,1,0,928
7829,M,23 years,$ 35122.35,College_Graduated,0,I,0,1,0,1508
7830,M,30 years,$ 46624.05,College_Graduated,0,I,0,1,0,1738
7831,F,53 years,$ 158169.0,Individuals,0,A,1,2,0,3922
7832,F,37 years,$ 71209.92,Individuals,0,A,1,1,0,1292
7833,F,77 years,$ 95488.44,Individuals,0,A,0,2,0,6193
7834,M,24 years,$ 45759.09,College_Graduated,0,A,1,1,0,776
7835,M,86 years,$ 305071.17,Individuals,0,I,0,1,0,2813
7836,M,36 years,$ 99853.35,Individuals,0,A,1,5,0,2947
7837,M,92 years,$ 90582.39,Individuals,0,A,1,2,0,5429
7838,F,38 years,$ 451931.22,Individuals,0,A,1,2,0,5465
7839,F,48 years,$ 67796.1,VIP,0,A,1,1,0,458
7840,M,37 years,$ 164202.63,Individuals,0,A,1,1,0,4005
7841,F,38 years,$ 127087.29,Individuals,0,A,1,1,0,5149
7842,M,25 years,$ 53651.01,College_Graduated,0,I,0,1,0,1522
7843,F,26 years,$ 44590.17,College_Graduated,0,A,1,1,0,691
7844,M,24 years,$ 176151.0,College_Graduated,0,I,0,1,0,1738
7845,M,30 years,$ 65043.63,College_Graduated,1,A,1,6,0,1123
7846,M,25 years,$ 62682.66,College_Graduated,0,I,0,0,0,1793
7847,F,36 years,$ 148456.44,Individuals,0,I,0,1,0,1396
7848,M,21 years,$ 105094.47,College_Graduated,0,I,0,1,0,790
7849,F,39 years,$ 106893.06,Individuals,0,I,0,0,0,5694
7850,M,59 years,$ 134967.75,Individuals,0,I,0,1,0,5816
7851,F,22 years,$ 69502.29,College_Graduated,0,I,0,0,0,1420
7852,M,25 years,$ 217965.9,College_Graduated,0,I,0,1,0,1832
7853,F,26 years,$ 49904.07,College_Graduated,0,I,0,1,0,1503
7854,F,46 years,$ 102075.84,VIP,0,A,1,2,0,1193
7855,M,38 years,$ 56319.69,Individuals,0,I,0,1,0,1532
7856,F,84 years,$ 174252.3,Individuals,0,I,0,1,0,2434
7857,F,81 years,$ 67941.87,Individuals,0,I,0,1,0,3408
7858,F,44 years,$ 163688.88,Individuals,0,A,1,5,0,3734
7859,M,43 years,$ 70658.31,Individuals,0,A,1,1,0,669
7860,M,46 years,$ 105319.5,Individuals,0,I,0,1,0,4059
7861,F,26 years,$ 225306.33,College_Graduated,0,I,0,1,0,429
7862,M,50 years,$ 126307.32,VIP,0,A,1,1,0,3653
7863,M,21 years,$ 31880.73,College_Graduated,0,I,0,1,0,689
7864,F,39 years,$ 70688.4,Individuals,0,A,1,2,0,968
7865,F,79 years,$ 81293.34,Individuals,0,I,0,2,0,3846
7866,M,26 years,$ 55815.96,College_Graduated,0,A,1,1,0,712
7867,M,38 years,$ 1093387.32,Individuals,0,A,1,4,0,5277
7868,M,31 years,$ 79609.83,Individuals,0,A,1,1,0,1829
7869,F,56 years,$ 274579.32,Individuals,1,A,1,7,0,4931
7870,M,21 years,$ 143072.34,College_Graduated,0,I,0,0,0,761
7871,M,30 years,$ 41023.98,College_Graduated,0,I,0,1,0,1091
7872,F,19 years,$ 146997.63,Individuals,0,A,1,1,0,4029
7873,M,33 years,$ 79999.2,Individuals,0,A,1,4,0,516
7874,F,56 years,$ 105946.11,Individuals,0,A,1,3,0,7318
7875,M,41 years,$ 223285.44,Individuals,0,I,0,0,0,5469
7876,M,26 years,$ 112681.05,College_Graduated,0,I,0,1,0,1405
7877,F,34 years,$ 132143.85,Individuals,0,A,1,2,0,1945
7878,M,24 years,$ 86477.4,College_Graduated,0,I,0,1,0,1830
7879,M,10 years,$ 102230.85,Individuals,0,A,1,1,0,3223
7880,M,63 years,$ 207744.75,Individuals,0,I,0,2,0,4745
7881,M,40 years,$ 833022.93,Individuals,0,A,1,1,0,2848
7882,F,29 years,$ 73735.71,Individuals,0,I,0,0,0,2439
7883,M,21 years,$ 30898.68,College_Graduated,0,A,1,1,0,776
7884,M,64 years,$ 74985.54,Individuals,0,I,0,1,0,4132
7885,F,36 years,$ 50895.57,Individuals,0,I,0,1,0,3160
7886,F,64 years,$ 84987.36,Individuals,0,I,0,0,0,2189
7887,M,23 years,$ 49847.1,College_Graduated,0,I,0,1,0,1795
7888,F,28 years,$ 42417.87,College_Graduated,0,I,0,1,0,1383
7889,M,25 years,$ 95514.15,College_Graduated,0,I,0,0,0,1458
7890,F,25 years,$ 174219.24,College_Graduated,0,I,0,1,0,1843
7891,F,69 years,$ 125984.31,Individuals,0,I,0,0,0,2826
7892,M,52 years,$ 99861.6,Individuals,0,I,0,0,0,6750
7893,F,46 years,$ 64406.01,Individuals,0,I,1,1,0,768
7894,M,42 years,$ 100160.64,Individuals,0,I,0,1,0,2875
7895,F,28 years,$ 297452.49,College_Graduated,0,A,1,3,0,1487
7896,M,24 years,$ 75370.26,College_Graduated,0,I,0,0,0,1149
7897,M,28 years,$ 156068.64,College_Graduated,0,I,0,1,0,1725
7898,F,25 years,$ 235350.42,College_Graduated,0,A,1,1,0,1095
7899,F,55 years,$ 134234.58,Individuals,0,A,0,1,0,6977
7900,M,40 years,$ 193533.45,Individuals,0,A,1,4,0,521
7901,M,30 years,$ 136114.8,Individuals,0,A,1,1,0,618
7902,M,23 years,$ 111809.82,College_Graduated,0,I,0,0,0,1427
7903,F,20 years,$ 85717.65,College_Graduated,0,I,1,1,0,423
7904,F,53 years,$ 230773.95,Individuals,0,I,0,2,0,5322
7905,F,22 years,$ 131969.67,College_Graduated,0,I,0,1,0,1157
7906,F,41 years,$ 38588.58,Individuals,0,A,1,2,0,3036
7907,M,74 years,$ 112479.66,Individuals,0,I,0,2,0,5758
7908,F,17 years,$ 95415.33,Individuals,0,A,1,1,0,4255
7909,M,21 years,$ 143356.11,College_Graduated,0,I,0,0,0,761
7910,F,48 years,$ 113255.46,Individuals,0,A,1,1,0,6235
7911,F,40 years,$ 185062.62,Individuals,0,I,0,0,0,593
7912,M,44 years,$ 64163.1,Individuals,0,I,0,1,0,4220
7913,M,69 years,$ 123990.51,Individuals,0,A,1,2,0,6873
7914,F,34 years,$ 76663.59,Individuals,1,A,1,4,0,818
7915,F,60 years,$ 126863.4,Individuals,0,I,0,1,0,5284
7916,F,76 years,$ 270733.98,Individuals,0,A,1,1,0,2855
7917,F,44 years,$ 46944.84,Individuals,0,I,0,1,0,3505
7918,F,21 years,$ 189542.31,College_Graduated,0,I,0,1,0,1117
7919,F,26 years,$ 52345.92,College_Graduated,0,I,0,1,0,377
7920,F,73 years,$ 15039.66,Individuals,0,A,1,3,0,6067
7921,M,46 years,$ 126424.8,Individuals,0,I,0,0,0,4211
7922,M,79 years,$ 216325.86,Individuals,0,A,1,2,0,5291
7923,F,32 years,$ 120059.46,Individuals,0,A,1,1,0,600
7924,F,36 years,$ 168609.3,Individuals,0,A,1,1,1,3138
7925,M,29 years,$ 87812.76,College_Graduated,0,A,1,1,0,1777
7926,F,45 years,$ 137132.43,Individuals,0,A,1,1,1,5976
7927,F,85 years,$ 35136.66,Individuals,0,A,1,2,0,4924
7928,F,26 years,$ 52774.68,College_Graduated,0,I,0,1,0,713
7929,M,28 years,$ 26361.42,College_Graduated,0,I,0,1,0,1514
7930,M,24 years,$ 64201.98,College_Graduated,0,A,1,1,0,1838
7931,M,29 years,$ 102287.88,College_Graduated,0,A,1,1,0,683
7932,F,39 years,$ 159538.29,Individuals,0,I,0,2,0,4079
7933,F,35 years,$ 67295.97,Individuals,0,I,0,2,0,1125
7934,M,37 years,$ 88593.87,Individuals,0,A,1,2,0,4608
7935,M,43 years,$ 242479.05,Individuals,0,A,0,0,0,4246
7936,F,78 years,$ 179117.55,Individuals,0,I,0,0,0,5596
7937,F,22 years,$ 58193.76,College_Graduated,0,I,0,1,0,1068
7938,F,47 years,$ 251031.63,Individuals,0,A,1,3,0,5652
7939,M,57 years,$ 174683.85,VIP,0,I,1,1,0,748
7940,M,87 years,$ 161499.75,Individuals,0,I,1,2,0,5274
7941,M,13 years,$ 212994.3,Individuals,0,I,0,1,0,4171
7942,M,50 years,$ 151734.09,Individuals,0,A,1,1,0,4011
7943,M,25 years,$ 64298.46,College_Graduated,0,I,0,1,0,1395
7944,F,53 years,$ 149705.28,Individuals,0,A,1,3,0,5197
7945,M,85 years,$ 79937.31,Individuals,0,A,1,1,0,817
7946,F,72 years,$ 227747.43,Individuals,0,I,0,1,0,5020
7947,F,21 years,$ 42298.08,College_Graduated,0,A,1,1,0,416
7948,F,29 years,$ 63927.03,College_Graduated,0,A,1,2,0,1433
7949,F,78 years,$ 112290.45,Individuals,0,A,0,2,0,5525
7950,M,26 years,$ 50956.89,College_Graduated,0,I,0,1,0,1047
7951,M,21 years,$ 37321.59,College_Graduated,0,I,0,1,0,775
7952,F,34 years,$ 72240.06,Individuals,0,A,1,1,0,1447
7953,M,56 years,$ 81415.11,Individuals,0,A,1,6,0,2764
7954,F,22 years,$ 68802.9,College_Graduated,0,I,0,1,0,1131
7955,M,42 years,$ 43437.33,Individuals,0,A,1,3,0,1395
7956,M,97 years,$ 80220.75,Individuals,0,A,1,1,0,7464
7957,F,35 years,$ 64109.13,Individuals,0,A,0,1,0,2347
7958,M,64 years,$ 140161.2,Individuals,0,I,0,1,0,4687
7959,F,51 years,$ 94572.24,Individuals,0,I,0,0,0,7493
7960,M,58 years,$ 130907.01,Individuals,0,I,0,1,0,1424
7961,F,40 years,$ 104475.81,Individuals,0,A,1,2,0,601
7962,F,57 years,$ 96296.88,Individuals,0,A,1,1,0,6512
7963,F,63 years,$ 398767.32,Individuals,0,A,1,1,0,2393
7964,F,53 years,$ 81887.58,Individuals,0,I,0,1,0,1426
7965,F,23 years,$ 78889.38,College_Graduated,0,I,0,1,0,1447
7966,M,48 years,$ 94544.7,Individuals,0,I,0,1,0,6753
7967,F,44 years,$ 249957.0,Individuals,0,A,1,3,0,3699
7968,M,56 years,$ 132941.52,VIP,0,A,1,1,0,2288
7969,M,62 years,$ 86810.4,Individuals,0,I,1,2,0,6688
7970,F,33 years,$ 100968.45,College_Graduated,0,A,1,3,0,836
7971,F,27 years,$ 153131.97,College_Graduated,0,I,0,0,0,2413
7972,F,24 years,$ 153965.79,College_Graduated,0,I,0,1,0,1758
7973,F,48 years,$ 42978.0,Individuals,0,I,0,1,0,6675
7974,F,50 years,$ 133774.5,VIP,0,A,1,2,0,3606
7975,F,26 years,$ 87075.84,College_Graduated,0,I,0,1,0,1056
7976,F,74 years,$ 198547.32,Individuals,0,I,0,2,0,4751
7977,F,39 years,$ 67634.28,Individuals,1,A,1,1,0,3042
7978,M,28 years,$ 101995.8,College_Graduated,0,A,1,1,0,1444
7979,F,36 years,$ 286000.26,Individuals,0,A,1,3,0,5226
7980,F,23 years,$ 124644.96,College_Graduated,0,I,0,1,0,1097
7981,F,43 years,$ 109708.71,Individuals,0,A,1,3,0,5282
7982,M,23 years,$ 52356.6,College_Graduated,0,I,0,1,0,1425
7983,M,35 years,$ 84570.12,Individuals,0,A,1,2,0,1467
7984,F,49 years,$ 177045.54,Individuals,1,A,1,5,0,6898
7985,F,44 years,$ 51188.67,Individuals,0,A,1,2,0,3649
7986,F,21 years,$ 80859.12,College_Graduated,0,I,0,0,0,716
7987,M,47 years,$ 82052.37,Individuals,0,A,1,3,0,6677
7988,F,58 years,$ 101519.79,Individuals,0,I,0,0,0,6051
7989,M,22 years,$ 61140.72,College_Graduated,0,A,1,1,0,1137
7990,M,23 years,$ 70462.77,College_Graduated,0,I,0,1,0,1538
7991,F,50 years,$ 100864.89,Individuals,0,I,1,2,0,753
7992,M,59 years,$ 98012.22,Individuals,0,A,1,2,0,3660
7993,M,45 years,$ 89874.84,Individuals,0,I,0,1,0,4419
7994,M,52 years,$ 86082.27,Individuals,0,I,0,0,0,4489
7995,M,41 years,$ 454583.25,Individuals,1,A,1,2,0,2235
7996,M,21 years,$ 22431.06,College_Graduated,0,A,0,0,0,734
7997,F,30 years,$ 81735.36,College_Graduated,0,I,0,0,0,1763
7998,M,26 years,$ 80181.45,College_Graduated,0,I,0,1,0,1061
7999,M,37 years,$ 52984.44,Individuals,0,A,1,1,0,594
8000,F,43 years,$ 456853.08,Individuals,1,A,1,8,0,6912
8001,M,55 years,$ 170618.67,Individuals,0,A,1,1,0,7391
8002,F,42 years,$ 112269.24,Individuals,0,A,1,2,0,6425
8003,F,37 years,$ 189257.34,Individuals,0,A,1,2,0,4784
8004,F,24 years,$ 161882.46,College_Graduated,0,A,1,1,0,957
8005,F,22 years,$ 79303.26,College_Graduated,0,A,1,1,0,1144
8006,F,65 years,$ 295256.25,Individuals,0,A,1,3,0,7264
8007,F,30 years,$ 50549.34,College_Graduated,0,I,0,0,0,620
8008,M,23 years,$ 57542.73,College_Graduated,0,A,0,1,0,664
8009,M,25 years,$ 65435.16,College_Graduated,0,I,1,1,0,677
8010,M,46 years,$ 167532.99,Individuals,0,I,0,1,0,6362
8011,F,22 years,$ 87225.57,College_Graduated,0,I,0,1,0,1069
8012,F,26 years,$ 84449.76,College_Graduated,0,A,1,1,0,1465
8013,F,43 years,$ 187185.45,Individuals,0,I,0,1,0,3646
8014,F,61 years,$ 64683.27,Individuals,0,I,0,2,0,4877
8015,M,22 years,$ 42309.87,College_Graduated,0,A,1,1,0,1140
8016,M,23 years,$ 149520.12,College_Graduated,0,I,0,1,0,779
8017,M,25 years,$ 57352.98,College_Graduated,0,I,0,1,0,1419
8018,F,66 years,$ 127491.99,Individuals,0,A,1,3,0,6079
8019,F,67 years,$ 112255.92,Individuals,0,I,0,1,0,5345
8020,M,34 years,$ 36343.62,Individuals,0,A,1,1,0,556
8021,F,45 years,$ 223845.48,Individuals,0,A,0,0,0,3442
8022,F,61 years,$ 223810.86,Individuals,0,I,1,2,0,5337
8023,F,72 years,$ 101968.89,Individuals,0,A,1,2,0,3850
8024,M,24 years,$ 85298.97,College_Graduated,0,A,1,2,0,4127
8025,M,22 years,$ 131774.31,College_Graduated,0,I,0,1,0,1041
8026,M,58 years,$ 98124.75,Individuals,0,I,0,1,0,5737
8027,M,26 years,$ 190123.5,College_Graduated,0,A,1,4,0,5235
8028,F,88 years,$ 39871.14,Individuals,0,A,1,1,0,3281
8029,F,55 years,$ 126459.72,Individuals,0,A,1,1,0,5158
8030,M,23 years,$ 48694.68,College_Graduated,0,I,0,1,0,1089
8031,F,25 years,$ 287373.27,College_Graduated,0,I,0,1,0,1777
8032,M,86 years,$ 77214.51,Individuals,0,A,1,3,0,5938
8033,M,24 years,$ 54005.79,College_Graduated,0,I,0,1,0,1775
8034,F,22 years,$ 91074.9,College_Graduated,0,I,0,1,0,726
8035,F,81 years,$ 70850.4,Individuals,0,I,0,0,0,5161
8036,F,34 years,$ 60647.07,Individuals,0,I,0,1,0,4314
8037,M,30 years,$ 145447.59,College_Graduated,0,I,0,0,0,1803
8038,M,44 years,$ 111313.35,Individuals,0,A,1,2,0,5514
8039,M,41 years,$ 476172.69,Individuals,0,I,0,0,0,4729
8040,F,20 years,$ 254448.87,College_Graduated,0,I,0,0,0,691
8041,M,25 years,$ 104058.54,College_Graduated,0,A,1,1,0,720
8042,M,68 years,$ 233912.04,Individuals,0,I,1,2,0,4234
8043,F,51 years,$ 157946.37,Individuals,0,I,0,1,0,5521
8044,F,63 years,$ 59761.08,Individuals,0,A,1,2,0,4726
8045,F,38 years,$ 75426.57,Individuals,0,A,1,1,0,5164
8046,M,39 years,$ 79600.23,Individuals,0,A,1,4,0,2388
8047,F,27 years,$ 40448.07,College_Graduated,0,A,1,1,0,1885
8048,M,37 years,$ 108434.1,Individuals,0,A,1,3,0,4435
8049,F,34 years,$ 82090.59,Individuals,0,I,0,0,0,950
8050,F,27 years,$ 178224.36,Individuals,0,I,0,1,0,2867
8051,F,38 years,$ 98313.48,Individuals,0,A,1,4,0,985
8052,M,27 years,$ 294137.97,College_Graduated,0,A,1,1,0,1808
8053,M,23 years,$ 106982.43,College_Graduated,0,I,1,1,0,1509
8054,M,41 years,$ 82153.05,Individuals,0,A,1,2,0,5445
8055,F,29 years,$ 50169.33,College_Graduated,0,I,0,1,0,1405
8056,F,21 years,$ 98075.19,College_Graduated,0,I,0,1,0,684
8057,F,48 years,$ 109803.66,Individuals,0,A,1,4,0,6054
8058,M,65 years,$ 183137.88,Individuals,0,A,1,3,0,1949
8059,F,42 years,$ 170504.7,Individuals,0,I,0,0,0,7300
8060,F,44 years,$ 124478.31,Individuals,0,I,0,0,0,4884
8061,M,86 years,$ 117237.6,Individuals,0,A,1,1,0,661
8062,M,68 years,$ 219482.16,Individuals,0,I,0,1,0,4554
8063,M,83 years,$ 73250.43,Individuals,0,I,1,1,0,5232
8064,F,65 years,$ 114419.16,Individuals,0,A,1,3,0,5445
8065,F,25 years,$ 99007.41,College_Graduated,0,I,0,1,0,1012
8066,M,46 years,$ 70737.72,Individuals,0,A,1,3,0,4834
8067,M,47 years,$ 326087.49,Individuals,0,I,0,0,0,2281
8068,M,76 years,$ 53948.91,Individuals,0,I,1,1,0,3604
8069,M,66 years,$ 191190.9,Individuals,0,A,0,2,0,4447
8070,M,23 years,$ 40634.94,College_Graduated,0,I,0,1,0,1454
8071,M,22 years,$ 211742.49,College_Graduated,0,I,0,1,0,1004
8072,M,45 years,$ 221453.1,Individuals,0,A,1,2,0,6338
8073,F,57 years,$ 144153.03,Individuals,0,I,0,0,0,5632
8074,F,69 years,$ 83730.87,Individuals,0,I,0,1,0,6824
8075,F,44 years,$ 296434.65,Individuals,0,I,0,1,0,6418
8076,F,41 years,$ 145682.37,Individuals,0,A,1,2,0,1256
8077,F,54 years,$ 176027.73,Individuals,0,I,1,1,0,5840
8078,F,62 years,$ 138517.98,Individuals,0,I,0,2,0,5412
8079,F,27 years,$ 118095.69,College_Graduated,0,I,0,1,0,1502
8080,M,53 years,$ 136169.4,VIP,0,A,1,3,0,4751
8081,M,22 years,$ 77769.96,College_Graduated,0,I,0,1,0,1074
8082,M,23 years,$ 475271.58,College_Graduated,0,A,1,2,0,1800
8083,M,20 years,$ 46869.36,College_Graduated,0,A,1,1,0,415
8084,M,30 years,$ 128497.62,College_Graduated,0,I,1,1,0,1843
8085,F,44 years,$ 166539.48,Individuals,0,A,1,2,0,5630
8086,M,51 years,$ 117886.86,Individuals,0,A,1,5,0,5795
8087,F,30 years,$ 75495.75,College_Graduated,0,I,0,1,0,1501
8088,F,56 years,$ 298731.66,Individuals,0,A,1,3,0,5646
8089,F,24 years,$ 46762.32,College_Graduated,0,A,0,0,0,1439
8090,F,23 years,$ 70231.89,College_Graduated,0,A,1,1,0,716
8091,F,51 years,$ 44913.72,Individuals,0,A,1,1,0,590
8092,F,36 years,$ 125200.44,Individuals,0,A,1,1,0,1788
8093,F,57 years,$ 72137.67,Individuals,0,I,0,0,0,4135
8094,F,50 years,$ 138666.66,Individuals,0,A,1,7,0,6772
8095,M,46 years,$ 263488.41,Individuals,1,A,1,8,0,6662
8096,M,45 years,$ 152189.88,Individuals,0,I,0,1,0,5357
8097,M,40 years,$ 81747.42,Individuals,0,A,1,1,0,600
8098,F,47 years,$ 217141.71,VIP,0,A,1,3,0,5099
8099,F,58 years,$ 80721.33,Individuals,0,A,0,0,0,571
8100,F,32 years,$ 55975.44,Individuals,0,A,1,2,0,720
8101,F,43 years,$ 84152.7,Individuals,0,A,1,2,0,5640
8102,F,51 years,$ 74469.51,Individuals,0,I,0,2,0,4533
8103,F,24 years,$ 74353.56,College_Graduated,0,I,0,1,0,1452
8104,M,30 years,$ 310462.98,Individuals,0,I,0,0,0,580
8105,F,25 years,$ 52128.93,College_Graduated,0,I,0,1,0,1508
8106,F,46 years,$ 110138.76,Individuals,0,I,0,1,0,6079
8107,M,25 years,$ 68095.86,College_Graduated,0,I,0,1,0,1441
8108,M,25 years,$ 148047.78,College_Graduated,0,I,0,0,0,1133
8109,M,63 years,$ 377204.01,Individuals,0,A,1,3,0,5659
8110,F,34 years,$ 50582.55,Individuals,0,I,0,1,0,3867
8111,M,37 years,$ 123532.29,Individuals,0,I,0,0,0,2295
8112,M,23 years,$ 43079.94,College_Graduated,0,I,0,1,0,1518
8113,M,23 years,$ 44049.84,College_Graduated,0,I,0,1,0,780
8114,M,35 years,$ 48590.37,Individuals,0,A,1,2,0,3351
8115,F,47 years,$ 102987.36,Individuals,1,A,1,3,0,6747
8116,F,24 years,$ 27140.91,College_Graduated,0,I,0,1,0,1507
8117,F,34 years,$ 23211.69,Individuals,0,A,1,1,0,1336
8118,F,42 years,$ 152621.22,Individuals,0,A,0,2,0,5464
8119,M,22 years,$ 41374.59,College_Graduated,0,A,1,1,0,1144
8120,F,58 years,$ 52136.04,Individuals,0,I,0,1,0,692
8121,F,40 years,$ 60442.65,Individuals,0,A,1,1,0,1087
8122,M,49 years,$ 144492.21,Individuals,0,I,0,1,0,3903
8123,F,73 years,$ 158183.19,Individuals,0,I,0,0,0,5850
8124,M,51 years,$ 140010.69,VIP,0,A,0,1,0,387
8125,F,23 years,$ 183402.54,College_Graduated,0,I,0,1,0,1830
8126,M,82 years,$ 36332.49,Individuals,0,I,0,0,0,4220
8127,M,22 years,$ 26841.15,College_Graduated,0,I,0,1,0,1157
8128,F,45 years,$ 51216.72,Individuals,0,I,0,0,0,2912
8129,F,21 years,$ 91076.58,College_Graduated,0,I,0,1,0,702
8130,M,53 years,$ 186874.92,Individuals,0,A,1,2,0,4080
8131,M,21 years,$ 149687.61,College_Graduated,0,I,0,1,0,1090
8132,M,40 years,$ 149163.15,Individuals,0,I,0,1,0,5261
8133,F,77 years,$ 165055.89,Individuals,0,A,1,1,0,4780
8134,F,41 years,$ 160888.95,Individuals,0,I,0,0,0,5248
8135,M,24 years,$ 48989.94,College_Graduated,0,I,0,1,0,1411
8136,M,70 years,$ 109221.78,Individuals,1,A,1,1,0,2061
8137,F,72 years,$ 160267.14,Individuals,0,I,0,1,0,4454
8138,F,45 years,$ 122039.28,Individuals,0,I,0,0,0,3100
8139,F,40 years,$ 96987.93,Individuals,0,I,0,2,0,2727
8140,F,20 years,$ 84096.33,College_Graduated,0,I,1,1,0,370
8141,M,42 years,$ 138275.52,Individuals,0,I,0,0,0,5394
8142,M,44 years,$ 104455.77,Individuals,0,I,0,0,0,2755
8143,M,11 years,$ 44342.7,Individuals,0,A,0,1,0,530
8144,F,73 years,$ 85850.94,Individuals,0,A,1,1,0,5314
8145,M,23 years,$ 33120.54,College_Graduated,0,A,1,2,0,1741
8146,F,23 years,$ 69518.85,College_Graduated,0,I,0,1,0,1447
8147,F,26 years,$ 26294.22,College_Graduated,0,I,0,1,0,741
8148,F,21 years,$ 93665.64,College_Graduated,0,I,0,1,0,723
8149,F,64 years,$ 209732.28,Individuals,0,I,0,1,0,4303
8150,M,34 years,$ 51245.49,Individuals,0,A,1,1,0,5120
